date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:17:23	105204/105204	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jul%202020%2009:47:23%20GMT	https://www.alicedriver.com/	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/index.html	(from )
15:17:24	201/201	---M-Z	200	added ('OK')	text/plain	date:Fri,%2024%20Jul%202020%2013:48:04%20GMT	https://www.alicedriver.com/robots.txt		(from )
15:17:24	1098/1098	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jul%202020%2009:47:24%20GMT	https://www.alicedriver.com/version-1595628784	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/version-1595628784	(from https://www.alicedriver.com/)
15:17:25	29572/29572	---M-Z	200	added ('OK')	text/css	etag:%225e6fd0fa-797%22	https://static2.format.com/static/theme_api/v1/hosted_fonts-eb726384a2140ff00e23f669c05ec8f0e6cdd3bebab581a38dbe829184a2aa4f.css	C:/Users/ABC/Desktop/rbot/Alice/static2.format.com/static/theme_api/v1/hosted_fonts-eb726384a2140ff00e23f669c05ec8f0e6cdd3bebab581a38dbe829184a2aa4f.css	(from https://www.alicedriver.com/)
15:17:26	1098/1098	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jul%202020%2009:47:25%20GMT	https://www.alicedriver.com/gecko/	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/gecko/index.html	(from https://www.alicedriver.com/)
15:17:26	1098/1098	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jul%202020%2009:47:25%20GMT	https://www.alicedriver.com/mozilla/	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/mozilla/index.html	(from https://www.alicedriver.com/)
15:17:26	1098/1098	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jul%202020%2009:47:25%20GMT	https://www.alicedriver.com/applewebkit/	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/applewebkit/index.html	(from https://www.alicedriver.com/)
15:17:27	121770/121770	---M-Z	200	added ('OK')	text/css	etag:%22576a994f-1937%22	https://static1.format.com/static/theme_api/vendor/webtype_fonts.min-51d9b9edb8f956fb39da113609d790ba607fa4fbda053af8e378bb9233ef4a39.css	C:/Users/ABC/Desktop/rbot/Alice/static1.format.com/static/theme_api/vendor/webtype_fonts.min-51d9b9edb8f956fb39da113609d790ba607fa4fbda053af8e378bb9233ef4a39.css	(from https://www.alicedriver.com/)
15:17:27	352/352	---M--	200	added ('OK')	image/png	etag:%225e1f4a6d-160%22	https://static0.format.com/static/favicon-16-58eeac03d06e2402c16e494e44623ab6da7b9e6749eafd5e67b6508888c13452.png	C:/Users/ABC/Desktop/rbot/Alice/static0.format.com/static/favicon-16-58eeac03d06e2402c16e494e44623ab6da7b9e6749eafd5e67b6508888c13452.png	(from https://www.alicedriver.com/)
15:17:27	575/575	---M--	200	added ('OK')	image/png	etag:%225e1f4a6a-23f%22	https://static1.format.com/static/favicon-32-7b151b5cb1ea57453cf4f6e4dca6e59f40b326568045ed7ee8e2da4ad0096e63.png	C:/Users/ABC/Desktop/rbot/Alice/static1.format.com/static/favicon-32-7b151b5cb1ea57453cf4f6e4dca6e59f40b326568045ed7ee8e2da4ad0096e63.png	(from https://www.alicedriver.com/)
15:17:28	1634/1634	---M--	200	added ('OK')	image/png	etag:%225e1f4a5e-662%22	https://static0.format.com/static/favicon-96-fd00130996e46dd74db83867237ee7b02e48d37456ed20a348ee43b5c6b6b576.png	C:/Users/ABC/Desktop/rbot/Alice/static0.format.com/static/favicon-96-fd00130996e46dd74db83867237ee7b02e48d37456ed20a348ee43b5c6b6b576.png	(from https://www.alicedriver.com/)
15:17:28	3973/3973	---M--	200	added ('OK')	image/png	etag:%225e1f4a6d-f85%22	https://static0.format.com/static/favicon-192-36a03c4d1a4754694fea4f56150aa9d363ab3cbcc0dae286f87e3f47979c55f9.png	C:/Users/ABC/Desktop/rbot/Alice/static0.format.com/static/favicon-192-36a03c4d1a4754694fea4f56150aa9d363ab3cbcc0dae286f87e3f47979c55f9.png	(from https://www.alicedriver.com/)
15:17:28	4484/4484	---M-Z	200	added ('OK')	text/css	etag:%225b6c6784-40a%22	https://static0.format.com/static/theme_api/v2/share_panel-1a26721acae26eabd7c32296e2ee8cf053d1a1a8d9f7c49f0df899bc27b784c1.css	C:/Users/ABC/Desktop/rbot/Alice/static0.format.com/static/theme_api/v2/share_panel-1a26721acae26eabd7c32296e2ee8cf053d1a1a8d9f7c49f0df899bc27b784c1.css	(from https://www.alicedriver.com/)
15:17:29	73/73	---M-Z	200	added ('OK')	text/css	etag:%225ad8ef00-54%22	https://static1.format.com/static/theme_api/v1/protected_images-2fdc6f85260105ac58908b513a09aa9c124e2007c6d4cbe63b3778f16e3a88b9.css	C:/Users/ABC/Desktop/rbot/Alice/static1.format.com/static/theme_api/v1/protected_images-2fdc6f85260105ac58908b513a09aa9c124e2007c6d4cbe63b3778f16e3a88b9.css	(from https://www.alicedriver.com/)
15:17:29	14897/14897	---M-Z	200	added ('OK')	text/css	etag:%2259d231fb-cb7%22	https://static2.format.com/static/theme_api/vendor/font-awesome.min-3.0.2-3149da3014aff38a256574aa7aa1b947387efee9cdc1fb2d39e234606f231c96.css	C:/Users/ABC/Desktop/rbot/Alice/static2.format.com/static/theme_api/vendor/font-awesome.min-3.0.2-3149da3014aff38a256574aa7aa1b947387efee9cdc1fb2d39e234606f231c96.css	(from https://www.alicedriver.com/)
15:17:29	1896/1896	---M-Z	200	added ('OK')	text/css	etag:%2258ea9958-1f0%22	https://static1.format.com/static/theme_api/v2/theme_social-c985894a58f09ef7b4feca674406de2916e87cbbb58d420fff1ac15b709ac68c.css	C:/Users/ABC/Desktop/rbot/Alice/static1.format.com/static/theme_api/v2/theme_social-c985894a58f09ef7b4feca674406de2916e87cbbb58d420fff1ac15b709ac68c.css	(from https://www.alicedriver.com/)
15:17:30	10438/10438	---M-Z	200	added ('OK')	text/css	etag:%225bedd89c-880%22	https://static0.format.com/static/theme_api/v2/sales/cart-71d654c3aca9efaf7d54bb83a588db177f85a55f6d10afc1ecb96de9011222ee.css	C:/Users/ABC/Desktop/rbot/Alice/static0.format.com/static/theme_api/v2/sales/cart-71d654c3aca9efaf7d54bb83a588db177f85a55f6d10afc1ecb96de9011222ee.css	(from https://www.alicedriver.com/)
15:17:30	6210/6210	---M-Z	200	added ('OK')	text/css	etag:%225e827032-5c5%22	https://static2.format.com/static/theme_api/v2/client_access/client-d059a5a6bff0d1053aa97582347536cc043341876fde6752f5e200717ba2d4ba.css	C:/Users/ABC/Desktop/rbot/Alice/static2.format.com/static/theme_api/v2/client_access/client-d059a5a6bff0d1053aa97582347536cc043341876fde6752f5e200717ba2d4ba.css	(from https://www.alicedriver.com/)
15:17:31	12209/12209	---M-Z	200	added ('OK')	text/css	date:Fri,%2024%20Jul%202020%2013:48:03%20GMT	https://www.alicedriver.com/fonts/ss-standard-v2/ss-standard.css	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/fonts/ss-standard-v2/ss-standard.css	(from https://www.alicedriver.com/)
15:17:31	4776/4776	---M-Z	200	added ('OK')	text/css	etag:%225e4c0217-4ab%22	https://static0.format.com/static/theme_api/v2/client_access/client_modal-0a0e8d74f06b3ff97a71ed8c0599abaeb3aa67f13fef71b416c09b1911096a73.css	C:/Users/ABC/Desktop/rbot/Alice/static0.format.com/static/theme_api/v2/client_access/client_modal-0a0e8d74f06b3ff97a71ed8c0599abaeb3aa67f13fef71b416c09b1911096a73.css	(from https://www.alicedriver.com/)
15:17:31	576/576	---M-Z	200	added ('OK')	text/css	etag:%225a6e1039-d5%22	https://static2.format.com/static/theme_api/v2/blog_defaults-79d70c55d366b40da8280df474b120c87e1c1def50e6c75a4c54fc0ec914deeb.css	C:/Users/ABC/Desktop/rbot/Alice/static2.format.com/static/theme_api/v2/blog_defaults-79d70c55d366b40da8280df474b120c87e1c1def50e6c75a4c54fc0ec914deeb.css	(from https://www.alicedriver.com/)
15:17:33	57121/57121	---MCZ	200	added ('OK')	text/css	date:Sat,%2025%20Jul%202020%2009:47:32%20GMT	http://alice-driver.format.com/stylesheet.css?v=2020-07-24T22:13:04Z	C:/Users/ABC/Desktop/rbot/Alice/alice-driver.format.com/stylesheetc0b2.css	(from https://www.alicedriver.com/)
15:17:33	2718/2718	---M-Z	200	added ('OK')	text/css	etag:%225a6e1039-27b%22	https://static2.format.com/static/theme_api/vendor/960_simple-1-80ab8eb2695abe415bd536608db207267db1a467f2841da1c01b06c3559dd9c6.css	C:/Users/ABC/Desktop/rbot/Alice/static2.format.com/static/theme_api/vendor/960_simple-1-80ab8eb2695abe415bd536608db207267db1a467f2841da1c01b06c3559dd9c6.css	(from https://www.alicedriver.com/)
15:17:34	1029/1029	---M-Z	200	added ('OK')	text/css	etag:%225a4b2d82-fc%22	https://static1.format.com/static/_common/animation-7fc12d665fca943072e7f3c6c84d756b935958c9d92f8a940de7dcfd69c2b253.css	C:/Users/ABC/Desktop/rbot/Alice/static1.format.com/static/_common/animation-7fc12d665fca943072e7f3c6c84d756b935958c9d92f8a940de7dcfd69c2b253.css	(from https://www.alicedriver.com/)
15:17:34	17805/17805	---M-Z	200	added ('OK')	text/css	etag:%225d657c09-118f%22	https://static0.format.com/static/theme_api/v2/blog-adee6ecd43756a0c67bcc47ce993d1cb89cfe67c24efa5d227588acc9f00692f.css	C:/Users/ABC/Desktop/rbot/Alice/static0.format.com/static/theme_api/v2/blog-adee6ecd43756a0c67bcc47ce993d1cb89cfe67c24efa5d227588acc9f00692f.css	(from https://www.alicedriver.com/)
15:17:35	3425/3425	---M--	200	added ('OK')	image/png	etag:%225a4b2d82-d61%22	https://static2.format.com/static/vid_overlay-b935013b5cebeedb8f5d5f3e7b0c48ee08c556e2db6888045b216f172195e632.png	C:/Users/ABC/Desktop/rbot/Alice/static2.format.com/static/vid_overlay-b935013b5cebeedb8f5d5f3e7b0c48ee08c556e2db6888045b216f172195e632.png	(from https://www.alicedriver.com/)
15:17:35	105214/105214	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jul%202020%2009:47:34%20GMT	https://www.alicedriver.com/about	C:/Users/ABC/Desktop/rbot/Alice/www.alicedriver.com/about.html	(from https://www.alicedriver.com/)
